smiles,pka_values,functional_groups,mapping,pka_matrix
OCC(CO)(CO)C(O)=O,[4.46],"[{'type': 'COOH', 'indices': [8]}]","{'4.46': {'type': 'COOH', 'indices': [8]}}","[(8, 4.46)]"
CCc1cnccc1C,[6.35],"[{'type': 'Pyridine', 'indices': [4]}]","{'6.35': {'type': 'Pyridine', 'indices': [4]}}","[(4, 6.35)]"
Fc1c(F)c(F)c(S)c(F)c1F,[2.68],"[{'type': 'Thiol', 'indices': [7]}]","{'2.68': {'type': 'Thiol (guess)', 'indices': [7]}}","[(7, 2.68)]"
Cc1ncc(CO)c(C=O)c1O,"[4.06, 8.4]","[{'type': 'Phenol', 'indices': [11]}, {'type': 'Pyridine', 'indices': [2]}]","{'4.06': {'type': 'Pyridine', 'indices': [2]}, '8.4': {'type': 'Phenol', 'indices': [11]}}","[(2, 4.06), (11, 8.4)]"
OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCC(=O)N2,"[3.6, 10.25]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [9]}]","{'3.6': {'type': 'COOH', 'indices': [0]}, '10.25': {'type': 'Phenol', 'indices': [9]}}","[(0, 3.6), (9, 10.25)]"
OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,"[1.83, 2.84, 9.86]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'1.83': {'type': 'COOH', 'indices': [0]}, '2.84': {'type': 'COOH', 'indices': [7]}, '9.86': {'type': 'TertiaryAmine', 'indices': [4]}}","[(0, 1.83), (7, 2.84), (4, 9.86)]"
C[C@H](NC(N)=O)C(O)=O,[3.89],"[{'type': 'COOH', 'indices': [7]}]","{'3.89': {'type': 'COOH', 'indices': [7]}}","[(7, 3.89)]"
CCCCO[P]([O-])(=O)O[P](O)(O)=O,"[1.3, 6.65]","[{'type': 'PhosphonicAcid', 'indices': [10]}, {'type': 'PhosphonicAcid', 'indices': [11]}]","{'1.3': {'type': 'PhosphonicAcid', 'indices': [10]}, '6.65': {'type': 'PhosphonicAcid', 'indices': [11]}}","[(10, 1.3), (11, 6.65)]"
NCCO,[9.64],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.64': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.64)]"
OCCc1ccccn1,[5.34],"[{'type': 'Pyridine', 'indices': [8]}]","{'5.34': {'type': 'Pyridine', 'indices': [8]}}","[(8, 5.34)]"
[O-][N+](=O)c1cccc(S)c1,[5.24],"[{'type': 'Thiol', 'indices': [8]}]","{'5.24': {'type': 'Thiol (guess)', 'indices': [8]}}","[(8, 5.24)]"
OC(=O)c1cccc(Br)c1C(O)=O,"[2.37, 4.35]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [11]}]","{'2.37': {'type': 'COOH', 'indices': [0]}, '4.35': {'type': 'COOH', 'indices': [11]}}","[(0, 2.37), (11, 4.35)]"
Cc1[nH]ccn1,[7.98],"[{'type': 'Imidazole', 'indices': [5]}]","{'7.98': {'type': 'Imidazole', 'indices': [5]}}","[(5, 7.98)]"
CC(C(C)C(O)=O)C(O)=O,"[3.58, 5.07]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'3.58': {'type': 'COOH', 'indices': [5]}, '5.07': {'type': 'COOH', 'indices': [8]}}","[(5, 3.58), (8, 5.07)]"
OC(=O)C[Se]CC(O)=O,"[3.44, 4.5]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'3.44': {'type': 'COOH', 'indices': [0]}, '4.5': {'type': 'COOH', 'indices': [7]}}","[(0, 3.44), (7, 4.5)]"
OC(=O)CCc1ccncc1,"[3.72, 6.06]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Pyridine', 'indices': [8]}]","{'3.72': {'type': 'Pyridine', 'indices': [8]}, '6.06': {'type': 'COOH', 'indices': [0]}}","[(8, 3.72), (0, 6.06)]"
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,"[1.8, 2.67, 3.57, 4.48, 9.4]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [20]}, {'type': 'COOH', 'indices': [24]}, {'type': 'SecondaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [17]}]","{'1.8': {'type': 'COOH', 'indices': [0]}, '2.67': {'type': 'COOH', 'indices': [9]}, '3.57': {'type': 'COOH', 'indices': [15]}, '4.48': {'type': 'COOH', 'indices': [20]}, '9.4': {'type': 'SecondaryAmine', 'indices': [4]}}","[(0, 1.8), (9, 2.67), (15, 3.57), (20, 4.48), (4, 9.4)]"
Nc1ccccc1C(O)=O,"[2.1, 4.84]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'2.1': {'type': 'COOH', 'indices': [8]}, '4.84': {'type': 'Aniline', 'indices': [0]}}","[(8, 2.1), (0, 4.84)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,"[4.0, 7.27, 9.85]","[{'type': 'COOH', 'indices': [42]}, {'type': 'SecondaryAmine', 'indices': [21]}, {'type': 'SecondaryAmine', 'indices': [24]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [23]}]","{'4.0': {'type': 'COOH', 'indices': [42]}, '7.27': {'type': 'PrimaryAmine', 'indices': [0]}, '9.85': {'type': 'PrimaryAmine', 'indices': [17]}}","[(42, 4.0), (0, 7.27), (17, 9.85)]"
CCOC(C)n1cnc2c(N)ncnc12,[3.7],"[{'type': 'ImidazoleLike', 'indices': [5]}, {'type': 'ImidazoleLike', 'indices': [7]}, {'type': 'Aniline', 'indices': [10]}]","{'3.7': {'type': 'Aniline', 'indices': [10]}}","[(10, 3.7)]"
O[S](=O)(=O)CCNC(=S)C(=S)NCC[S](O)(=O)=O,"[2.55, 11.11]","[{'type': 'SulfonicAcid', 'indices': [0]}, {'type': 'SulfonicAcid', 'indices': [15]}, {'type': 'SecondaryAmine', 'indices': [6]}, {'type': 'SecondaryAmine', 'indices': [11]}]","{'2.55': {'type': 'SulfonicAcid', 'indices': [0]}, '11.11': {'type': 'SecondaryAmine', 'indices': [6]}}","[(0, 2.55), (6, 11.11)]"
CCCCO[P](O)(O)=O,[6.72],"[{'type': 'PhosphonicAcid', 'indices': [6]}, {'type': 'PhosphonicAcid', 'indices': [7]}]","{'6.72': {'type': 'PhosphonicAcid', 'indices': [6]}}","[(6, 6.72)]"
C=CCCCc1ccccn1,[5.97],"[{'type': 'Pyridine', 'indices': [10]}]","{'5.97': {'type': 'Pyridine', 'indices': [10]}}","[(10, 5.97)]"
Nc1cccc(c1)[S](O)(=O)=O,[3.69],"[{'type': 'SulfonicAcid', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'3.69': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.69)]"
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,"[2.0, 4.48, 9.09, 10.19]","[{'type': 'COOH', 'indices': [12]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'Aniline', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.0': {'type': 'COOH', 'indices': [12]}, '4.48': {'type': 'Aniline', 'indices': [9]}, '9.09': {'type': 'Phenol', 'indices': [7]}, '10.19': {'type': 'PrimaryAmine', 'indices': [0]}}","[(12, 2.0), (9, 4.48), (7, 9.09), (0, 10.19)]"
OC(=O)c1cccc(c1)C#N,[3.6],"[{'type': 'COOH', 'indices': [0]}]","{'3.6': {'type': 'COOH', 'indices': [0]}}","[(0, 3.6)]"
CC(C)(C)N,[10.69],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'10.69': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 10.69)]"
CC(C)C(C(O)=O)C(O)=O,"[2.85, 5.69]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'2.85': {'type': 'COOH', 'indices': [5]}, '5.69': {'type': 'COOH', 'indices': [8]}}","[(5, 2.85), (8, 5.69)]"
OCC(S)CS,"[8.58, 10.65]","[{'type': 'Thiol', 'indices': [3]}, {'type': 'Thiol', 'indices': [5]}]","{'8.58': {'type': 'Thiol', 'indices': [3]}, '10.65': {'type': 'Thiol', 'indices': [5]}}","[(3, 8.58), (5, 10.65)]"
NCCCCCc1ccccc1,[10.55],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.55': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.55)]"
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,"[3.27, 7.99]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.27': {'type': 'COOH', 'indices': [13]}, '7.99': {'type': 'PrimaryAmine', 'indices': [11]}}","[(13, 3.27), (11, 7.99)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,"[3.12, 7.98, 10.12, 10.48]","[{'type': 'COOH', 'indices': [47]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [29]}, {'type': 'PrimaryAmine', 'indices': [45]}]","{'3.12': {'type': 'COOH', 'indices': [47]}, '7.98': {'type': 'PrimaryAmine', 'indices': [0]}, '10.12': {'type': 'PrimaryAmine', 'indices': [29]}, '10.48': {'type': 'PrimaryAmine', 'indices': [45]}}","[(47, 3.12), (0, 7.98), (29, 10.12), (45, 10.48)]"
CC(C)(CC(O)=O)C(O)=O,"[3.83, 5.17]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'3.83': {'type': 'COOH', 'indices': [5]}, '5.17': {'type': 'COOH', 'indices': [8]}}","[(5, 3.83), (8, 5.17)]"
N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[2.53, 9.08, 10.17]","[{'type': 'COOH', 'indices': [11]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.53': {'type': 'COOH', 'indices': [11]}, '9.08': {'type': 'Phenol', 'indices': [7]}, '10.17': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 2.53), (7, 9.08), (0, 10.17)]"
s1cnc(c1)c2ccccn2,[4.05],"[{'type': 'Pyridine', 'indices': [10]}]","{'4.05': {'type': 'Pyridine', 'indices': [10]}}","[(10, 4.05)]"
C1CNCCNCCC(NCCNC1)c2ccccc2,"[10.06, 10.7]","[{'type': 'SecondaryAmine', 'indices': [2]}, {'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'SecondaryAmine', 'indices': [9]}, {'type': 'SecondaryAmine', 'indices': [12]}]","{'10.06': {'type': 'SecondaryAmine', 'indices': [2]}, '10.7': {'type': 'SecondaryAmine', 'indices': [5]}}","[(2, 10.06), (5, 10.7)]"
CN1CCN2CCCSCCCN(CC1)CCN(C)CC2,"[8.78, 11.91]","[{'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [12]}, {'type': 'TertiaryAmine', 'indices': [17]}]","{'8.78': {'type': 'TertiaryAmine', 'indices': [1]}, '11.91': {'type': 'TertiaryAmine', 'indices': [4]}}","[(1, 8.78), (4, 11.91)]"
CC(C)C[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[2.9, 8.34, 10.36]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.9': {'type': 'COOH', 'indices': [19]}, '8.34': {'type': 'Phenol', 'indices': [15]}, '10.36': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 2.9), (15, 8.34), (5, 10.36)]"
O[P](O)(=O)Oc1ccc2ccccc2c1,"[1.2, 5.69]","[{'type': 'PhosphonicAcid', 'indices': [0]}, {'type': 'PhosphonicAcid', 'indices': [2]}]","{'1.2': {'type': 'PhosphonicAcid', 'indices': [0]}, '5.69': {'type': 'PhosphonicAcid', 'indices': [2]}}","[(0, 1.2), (2, 5.69)]"
CCC(N)CC,[10.46],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'10.46': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 10.46)]"
OCCNc1cc(C(O)=O)c(NCCO)cc1C(O)=O,"[3.66, 6.74]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [18]}, {'type': 'SecondaryAmine', 'indices': [3]}, {'type': 'SecondaryAmine', 'indices': [11]}]","{'3.66': {'type': 'COOH', 'indices': [8]}, '6.74': {'type': 'COOH', 'indices': [18]}}","[(8, 3.66), (18, 6.74)]"
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,"[3.41, 7.3]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.41': {'type': 'COOH', 'indices': [18]}, '7.3': {'type': 'PrimaryAmine', 'indices': [9]}}","[(18, 3.41), (9, 7.3)]"
CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,"[7.29, 9.7]","[{'type': 'Phenol', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'7.29': {'type': 'PrimaryAmine', 'indices': [6]}, '9.7': {'type': 'Phenol', 'indices': [12]}}","[(6, 7.29), (12, 9.7)]"
CC(N)CN,"[7.14, 10.05]","[{'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'7.14': {'type': 'PrimaryAmine', 'indices': [2]}, '10.05': {'type': 'PrimaryAmine', 'indices': [4]}}","[(2, 7.14), (4, 10.05)]"
OC1C(O)C(O)(CO[P](O)(O)=O)OC1CO[P](O)(O)=O,"[6.14, 6.97]","[{'type': 'PhosphonicAcid', 'indices': [9]}, {'type': 'PhosphonicAcid', 'indices': [10]}, {'type': 'PhosphonicAcid', 'indices': [17]}, {'type': 'PhosphonicAcid', 'indices': [18]}, {'type': 'AliphaticRingAlcohol', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [3]}, {'type': 'AliphaticRingAlcohol', 'indices': [5]}]","{'6.14': {'type': 'PhosphonicAcid', 'indices': [9]}, '6.97': {'type': 'PhosphonicAcid', 'indices': [10]}}","[(9, 6.14), (10, 6.97)]"
OCCN1CCN(CCC[S](O)(=O)=O)CC1,[7.96],"[{'type': 'SulfonicAcid', 'indices': [11]}, {'type': 'TertiaryAmine', 'indices': [3]}, {'type': 'TertiaryAmine', 'indices': [6]}]","{'7.96': {'type': 'TertiaryAmine', 'indices': [3]}}","[(3, 7.96)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.15, 4.01, 8.05]","[{'type': 'COOH', 'indices': [19]}, {'type': 'COOH', 'indices': [22]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.15': {'type': 'COOH', 'indices': [19]}, '4.01': {'type': 'COOH', 'indices': [22]}, '8.05': {'type': 'PrimaryAmine', 'indices': [2]}}","[(19, 3.15), (22, 4.01), (2, 8.05)]"
NC(=O)c1cccnc1,[3.36],"[{'type': 'Pyridine', 'indices': [7]}]","{'3.36': {'type': 'Pyridine', 'indices': [7]}}","[(7, 3.36)]"
OC(=O)c1cccc(c1)C(O)=O,"[3.4, 4.35]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'3.4': {'type': 'COOH', 'indices': [0]}, '4.35': {'type': 'COOH', 'indices': [10]}}","[(0, 3.4), (10, 4.35)]"
Oc1ccc(I)cc1,[9.33],"[{'type': 'Phenol', 'indices': [0]}]","{'9.33': {'type': 'Phenol', 'indices': [0]}}","[(0, 9.33)]"
Cc1cccc(S)c1,[6.66],"[{'type': 'Thiol', 'indices': [6]}]","{'6.66': {'type': 'Thiol', 'indices': [6]}}","[(6, 6.66)]"
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.38, 7.51, 9.98]","[{'type': 'COOH', 'indices': [16]}, {'type': 'Phenol', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'3.38': {'type': 'COOH', 'indices': [16]}, '7.51': {'type': 'PrimaryAmine', 'indices': [6]}, '9.98': {'type': 'Phenol', 'indices': [12]}}","[(16, 3.38), (6, 7.51), (12, 9.98)]"
CC(=O)Nc1cccnc1,[4.57],"[{'type': 'Pyridine', 'indices': [8]}]","{'4.57': {'type': 'Pyridine', 'indices': [8]}}","[(8, 4.57)]"
OCCN1CCN(CC1)CC[S](O)(=O)=O,[7.55],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'TertiaryAmine', 'indices': [3]}, {'type': 'TertiaryAmine', 'indices': [6]}]","{'7.55': {'type': 'TertiaryAmine', 'indices': [3]}}","[(3, 7.55)]"
COCC(O)=O,[3.53],"[{'type': 'COOH', 'indices': [4]}]","{'3.53': {'type': 'COOH', 'indices': [4]}}","[(4, 3.53)]"
OC(=O)c1sccc1,[3.41],"[{'type': 'COOH', 'indices': [0]}]","{'3.41': {'type': 'COOH', 'indices': [0]}}","[(0, 3.41)]"
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,"[3.52, 7.77, 9.59]","[{'type': 'COOH', 'indices': [38]}, {'type': 'Phenol', 'indices': [34]}, {'type': 'PrimaryAmine', 'indices': [28]}]","{'3.52': {'type': 'COOH', 'indices': [38]}, '7.77': {'type': 'PrimaryAmine', 'indices': [28]}, '9.59': {'type': 'Phenol', 'indices': [34]}}","[(38, 3.52), (28, 7.77), (34, 9.59)]"
Cc1cnc2c(c1)c(C)c(C)c3cc(C)cnc23,[5.8],"[{'type': 'Pyridine', 'indices': [3]}, {'type': 'Pyridine', 'indices': [16]}]","{'5.8': {'type': 'Pyridine', 'indices': [3]}}","[(3, 5.8)]"
OC(=O)CCCCCC(O)=O,"[4.4, 5.1]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'4.4': {'type': 'COOH', 'indices': [0]}, '5.1': {'type': 'COOH', 'indices': [9]}}","[(0, 4.4), (9, 5.1)]"
OC(=O)CS,"[3.58, 10.17]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Thiol', 'indices': [4]}]","{'3.58': {'type': 'COOH', 'indices': [0]}, '10.17': {'type': 'Thiol', 'indices': [4]}}","[(0, 3.58), (4, 10.17)]"
Nc1ccc(I)cc1,[3.82],"[{'type': 'Aniline', 'indices': [0]}]","{'3.82': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.82)]"
CCN1CCCCC1,[10.61],"[{'type': 'TertiaryAmine', 'indices': [2]}]","{'10.61': {'type': 'TertiaryAmine', 'indices': [2]}}","[(2, 10.61)]"
NCCS,"[8.29, 10.74]","[{'type': 'Thiol', 'indices': [3]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.29': {'type': 'Thiol', 'indices': [3]}, '10.74': {'type': 'PrimaryAmine', 'indices': [0]}}","[(3, 8.29), (0, 10.74)]"
OC(=O)CN(CC(O)=O)c1cccc(c1)C(O)=O,"[2.4, 4.06, 5.1]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.4': {'type': 'COOH', 'indices': [0]}, '4.06': {'type': 'COOH', 'indices': [7]}, '5.1': {'type': 'COOH', 'indices': [16]}}","[(0, 2.4), (7, 4.06), (16, 5.1)]"
Nc1cc(cc2ccccc12)C(O)=O,"[2.91, 4.49]","[{'type': 'COOH', 'indices': [12]}, {'type': 'Aniline', 'indices': [0]}]","{'2.91': {'type': 'COOH', 'indices': [12]}, '4.49': {'type': 'Aniline', 'indices': [0]}}","[(12, 2.91), (0, 4.49)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[3.41, 8.12, 10.24]","[{'type': 'COOH', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.41': {'type': 'COOH', 'indices': [30]}, '8.12': {'type': 'PrimaryAmine', 'indices': [0]}, '10.24': {'type': 'PrimaryAmine', 'indices': [17]}}","[(30, 3.41), (0, 8.12), (17, 10.24)]"
c1ccc(cc1)c2ccccn2,[4.64],"[{'type': 'Pyridine', 'indices': [11]}]","{'4.64': {'type': 'Pyridine', 'indices': [11]}}","[(11, 4.64)]"
CN(C)C(=S)C(N)=S,[10.57],"[{'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'10.57': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 10.57)]"
NC(=O)CCN(CC(O)=O)CC(O)=O,"[2.44, 8.49]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [12]}, {'type': 'TertiaryAmine', 'indices': [5]}]","{'2.44': {'type': 'COOH', 'indices': [8]}, '8.49': {'type': 'TertiaryAmine', 'indices': [5]}}","[(8, 2.44), (5, 8.49)]"
OC(=O)c1ccc(cc1)C#N,[3.55],"[{'type': 'COOH', 'indices': [0]}]","{'3.55': {'type': 'COOH', 'indices': [0]}}","[(0, 3.55)]"
OCCCc1ccncc1,[5.87],"[{'type': 'Pyridine', 'indices': [7]}]","{'5.87': {'type': 'Pyridine', 'indices': [7]}}","[(7, 5.87)]"
NCC(=O)NCCC(N)=O,[7.83],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.83': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.83)]"
Cc1ccc(S)c(S)c1,"[5.34, 11.0]","[{'type': 'Thiol', 'indices': [5]}, {'type': 'Thiol', 'indices': [7]}]","{'5.34': {'type': 'Thiol (guess)', 'indices': [5]}, '11.0': {'type': 'Thiol', 'indices': [5]}}","[(5, 5.34), (5, 11.0)]"
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,"[1.63, 2.58, 3.74, 4.97, 6.22]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [11]}, {'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [19]}]","{'1.63': {'type': 'COOH', 'indices': [0]}, '2.58': {'type': 'COOH', 'indices': [7]}, '3.74': {'type': 'COOH', 'indices': [11]}, '4.97': {'type': 'COOH', 'indices': [15]}, '6.22': {'type': 'COOH', 'indices': [19]}}","[(0, 1.63), (7, 2.58), (11, 3.74), (15, 4.97), (19, 6.22)]"
NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O,"[2.92, 7.16, 10.49]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'2.92': {'type': 'COOH', 'indices': [14]}, '7.16': {'type': 'PrimaryAmine', 'indices': [0]}, '10.49': {'type': 'PrimaryAmine', 'indices': [10]}}","[(14, 2.92), (0, 7.16), (10, 10.49)]"
Cn1cnc2c(N)nc(C)nc12,[5.02],"[{'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [3]}, {'type': 'Aniline', 'indices': [6]}]","{'5.02': {'type': 'Aniline', 'indices': [6]}}","[(6, 5.02)]"
CCC(CC)(C(O)=O)C(O)=O,"[2.02, 6.95]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}]","{'2.02': {'type': 'COOH', 'indices': [6]}, '6.95': {'type': 'COOH', 'indices': [9]}}","[(6, 2.02), (9, 6.95)]"
N[C@@H](CO)C(N)=O,[7.18],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.18': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.18)]"
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,"[3.46, 7.44, 9.82]","[{'type': 'COOH', 'indices': [38]}, {'type': 'Phenol', 'indices': [34]}, {'type': 'PrimaryAmine', 'indices': [28]}]","{'3.46': {'type': 'COOH', 'indices': [38]}, '7.44': {'type': 'PrimaryAmine', 'indices': [28]}, '9.82': {'type': 'Phenol', 'indices': [34]}}","[(38, 3.46), (28, 7.44), (34, 9.82)]"
OCCc1ccncc1,[5.64],"[{'type': 'Pyridine', 'indices': [6]}]","{'5.64': {'type': 'Pyridine', 'indices': [6]}}","[(6, 5.64)]"
COC(=O)c1ccncc1,[3.26],"[{'type': 'Pyridine', 'indices': [7]}]","{'3.26': {'type': 'Pyridine', 'indices': [7]}}","[(7, 3.26)]"
Nc1ccccc1O,"[4.78, 9.84]","[{'type': 'Phenol', 'indices': [7]}, {'type': 'Aniline', 'indices': [0]}]","{'4.78': {'type': 'Aniline', 'indices': [0]}, '9.84': {'type': 'Phenol', 'indices': [7]}}","[(0, 4.78), (7, 9.84)]"
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,"[3.28, 4.49, 7.74]","[{'type': 'COOH', 'indices': [26]}, {'type': 'COOH', 'indices': [33]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.28': {'type': 'COOH', 'indices': [26]}, '4.49': {'type': 'COOH', 'indices': [33]}, '7.74': {'type': 'PrimaryAmine', 'indices': [9]}}","[(26, 3.28), (33, 4.49), (9, 7.74)]"
CC(C(O)=O)C(=O)C(O)=O,"[1.7, 4.18]","[{'type': 'COOH', 'indices': [3]}, {'type': 'COOH', 'indices': [8]}]","{'1.7': {'type': 'COOH', 'indices': [3]}, '4.18': {'type': 'COOH', 'indices': [8]}}","[(3, 1.7), (8, 4.18)]"
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,[7.67],"[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [3]}, {'type': 'AliphaticRingAlcohol', 'indices': [9]}, {'type': 'AliphaticRingAlcohol', 'indices': [11]}]","{'7.67': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.67)]"
OCC1=CC(=O)C(=C(I)O1)O,[6.53],"[{'type': 'Phenol', 'indices': [10]}]","{'6.53': {'type': 'Phenol', 'indices': [10]}}","[(10, 6.53)]"
Cn1cncc1CC(NC(=O)CCN)C(O)=O,"[7.03, 9.33]","[{'type': 'COOH', 'indices': [15]}, {'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [3]}, {'type': 'PrimaryAmine', 'indices': [13]}]","{'7.03': {'type': 'PrimaryAmine', 'indices': [13]}, '9.33': {'type': 'ImidazoleLike', 'indices': [1]}}","[(13, 7.03), (1, 9.33)]"
CC(=O)NCCS,[9.92],"[{'type': 'Thiol', 'indices': [6]}]","{'9.92': {'type': 'Thiol', 'indices': [6]}}","[(6, 9.92)]"
